trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
21	21	482	8	27	0.724137931034483	0.4375	0.0650557620817844	0.890136054421769	gbm.id1.cv3.top5
21	20	486	4	28	0.833333333333333	0.416666666666667	0.0594795539033457	0.891390306122449	gbm.id2.cv3.top5
21	21	485	5	27	0.807692307692308	0.4375	0.0594795539033457	0.910267857142857	gbm.id3.cv3.top5
21	20	485	5	28	0.8	0.416666666666667	0.0613382899628253	0.912414965986394	gbm.id4.cv3.top5
22	17	494	8	19	0.68	0.472222222222222	0.050185873605948	0.910054227534306	gbm.id1.cv3
22	17	494	8	19	0.68	0.472222222222222	0.050185873605948	0.902003098716245	gbm.id2.cv3
22	17	495	7	19	0.708333333333333	0.472222222222222	0.0483271375464684	0.928923196104471	gbm.id3.cv3
22	17	494	8	19	0.68	0.472222222222222	0.050185873605948	0.92416445329792	gbm.id4.cv3
22	16	495	7	20	0.695652173913043	0.444444444444444	0.050185873605948	0.906817175741478	gbm.id1.cv3.top5
22	17	493	9	19	0.653846153846154	0.472222222222222	0.0520446096654275	0.913872288623284	gbm.id2.cv3.top5
22	17	494	8	19	0.68	0.472222222222222	0.050185873605948	0.92220008853475	gbm.id3.cv3.top5
22	16	494	8	20	0.666666666666667	0.444444444444444	0.0520446096654275	0.921674413457282	gbm.id4.cv3.top5
23	17	486	12	23	0.586206896551724	0.425	0.0650557620817844	0.876631526104418	gbm.id1.cv3
23	17	485	13	23	0.566666666666667	0.425	0.0669144981412639	0.875828313253012	gbm.id2.cv3
23	17	484	14	23	0.548387096774194	0.425	0.0687732342007435	0.866415662650603	gbm.id3.cv3
23	17	483	15	23	0.53125	0.425	0.0706319702602231	0.878112449799197	gbm.id4.cv3
23	19	485	13	21	0.59375	0.475	0.0631970260223048	0.855496987951807	gbm.id1.cv3.top5
23	17	485	13	23	0.566666666666667	0.425	0.0669144981412639	0.872640562248996	gbm.id2.cv3.top5
23	19	482	16	21	0.542857142857143	0.475	0.0687732342007435	0.870130522088354	gbm.id3.cv3.top5
23	17	484	14	23	0.548387096774194	0.425	0.0687732342007435	0.863504016064257	gbm.id4.cv3.top5
24	19	489	9	21	0.678571428571429	0.475	0.0557620817843866	0.921862449799197	gbm.id1.cv3
24	21	486	12	19	0.636363636363636	0.525	0.0576208178438662	0.914884538152611	gbm.id2.cv3
24	21	486	12	19	0.636363636363636	0.525	0.0576208178438662	0.910567269076306	gbm.id3.cv3
24	19	487	11	21	0.633333333333333	0.475	0.0594795539033457	0.906400602409639	gbm.id4.cv3
24	20	487	11	20	0.645161290322581	0.5	0.0576208178438662	0.915788152610442	gbm.id1.cv3.top5
24	20	489	9	20	0.689655172413793	0.5	0.0539033457249071	0.915963855421687	gbm.id2.cv3.top5
24	21	486	12	19	0.636363636363636	0.525	0.0576208178438662	0.912098393574297	gbm.id3.cv3.top5
24	19	489	9	21	0.678571428571429	0.475	0.0557620817843866	0.914307228915663	gbm.id4.cv3.top5
25	18	494	7	19	0.72	0.486486486486487	0.0483271375464684	0.95360630091169	gbm.id1.cv3
25	19	493	8	18	0.703703703703704	0.513513513513513	0.0483271375464684	0.953228677779575	gbm.id2.cv3
25	19	494	7	18	0.730769230769231	0.513513513513513	0.0464684014869888	0.949857042671413	gbm.id3.cv3
25	21	492	9	16	0.7	0.567567567567568	0.0464684014869888	0.951691212170253	gbm.id4.cv3
25	20	494	7	17	0.740740740740741	0.540540540540541	0.0446096654275093	0.951987916059771	gbm.id1.cv3.top5
25	19	493	8	18	0.703703703703704	0.513513513513513	0.0483271375464684	0.951394508280735	gbm.id2.cv3.top5
25	20	493	8	17	0.714285714285714	0.540540540540541	0.0464684014869888	0.951124777472082	gbm.id3.cv3.top5
25	17	494	7	20	0.708333333333333	0.459459459459459	0.050185873605948	0.958299616982251	gbm.id4.cv3.top5
